global_step,epoch,step,phase,loss_ce,loss_tok,loss_phr,loss_cfg,loss_total,reward_phr,reward_cfg,lam_ce,lam_tok,lam_phr,lam_cfg,lr,grad_norm
1820,1,1819,Phase-1:CE,0.959233,0.0,0.0,0.0,0.959233,0.0,0.0,1.0,0.5,0.5,0.2,1.97e-05,20.375
1830,1,1829,Phase-1:CE,0.577147,0.0,0.0,0.0,0.577147,0.0,0.0,1.0,0.5,0.5,0.2,1.97e-05,6.625
1840,1,1839,Phase-1:CE,1.429578,0.0,0.0,0.0,1.429578,0.0,0.0,1.0,0.5,0.5,0.2,1.969e-05,19.75
1850,1,1849,Phase-1:CE,0.391138,0.0,0.0,0.0,0.391138,0.0,0.0,1.0,0.5,0.5,0.2,1.968e-05,11.75
1860,1,1859,Phase-1:CE,0.857639,0.0,0.0,0.0,0.857639,0.0,0.0,1.0,0.5,0.5,0.2,1.968e-05,9.9375
1870,1,1869,Phase-1:CE,0.712754,0.0,0.0,0.0,0.712754,0.0,0.0,1.0,0.5,0.5,0.2,1.967e-05,8.1875
1880,1,1879,Phase-1:CE,0.597445,0.0,0.0,0.0,0.597445,0.0,0.0,1.0,0.5,0.5,0.2,1.967e-05,7.8125
1890,1,1889,Phase-1:CE,1.376331,0.0,0.0,0.0,1.376331,0.0,0.0,1.0,0.5,0.5,0.2,1.966e-05,16.125
1900,1,1899,Phase-1:CE,0.736916,0.0,0.0,0.0,0.736916,0.0,0.0,1.0,0.5,0.5,0.2,1.966e-05,8.5625
1910,1,1909,Phase-1:CE,0.49975,0.0,0.0,0.0,0.49975,0.0,0.0,1.0,0.5,0.5,0.2,1.965e-05,6.4688
1920,1,1919,Phase-1:CE,0.658959,0.0,0.0,0.0,0.658959,0.0,0.0,1.0,0.5,0.5,0.2,1.964e-05,7.25
1930,1,1929,Phase-1:CE,0.842894,0.0,0.0,0.0,0.842894,0.0,0.0,1.0,0.5,0.5,0.2,1.964e-05,11.75
1940,1,1939,Phase-1:CE,1.11438,0.0,0.0,0.0,1.11438,0.0,0.0,1.0,0.5,0.5,0.2,1.963e-05,11.5
1950,1,1949,Phase-1:CE,0.723182,0.0,0.0,0.0,0.723182,0.0,0.0,1.0,0.5,0.5,0.2,1.963e-05,8.9375
1960,1,1959,Phase-1:CE,1.126888,0.0,0.0,0.0,1.126888,0.0,0.0,1.0,0.5,0.5,0.2,1.962e-05,10.8125
1970,1,1969,Phase-1:CE,0.445231,0.0,0.0,0.0,0.445231,0.0,0.0,1.0,0.5,0.5,0.2,1.961e-05,6.0312
1980,1,1979,Phase-1:CE,0.816968,0.0,0.0,0.0,0.816968,0.0,0.0,1.0,0.5,0.5,0.2,1.961e-05,9.0
1990,1,1989,Phase-1:CE,0.833311,0.0,0.0,0.0,0.833311,0.0,0.0,1.0,0.5,0.5,0.2,1.96e-05,7.9375
2000,1,1999,Phase-1:CE,1.036826,0.0,0.0,0.0,1.036826,0.0,0.0,1.0,0.5,0.5,0.2,1.959e-05,12.0
2010,1,2009,Phase-1:CE,0.48545,0.0,0.0,0.0,0.48545,0.0,0.0,1.0,0.5,0.5,0.2,1.959e-05,7.4375
2020,1,2019,Phase-1:CE,0.448167,0.0,0.0,0.0,0.448167,0.0,0.0,1.0,0.5,0.5,0.2,1.958e-05,7.0938
2030,1,2029,Phase-1:CE,0.542568,0.0,0.0,0.0,0.542568,0.0,0.0,1.0,0.5,0.5,0.2,1.958e-05,7.6875
2040,1,2039,Phase-1:CE,0.936028,0.0,0.0,0.0,0.936028,0.0,0.0,1.0,0.5,0.5,0.2,1.957e-05,9.375
2050,1,2049,Phase-1:CE,0.803853,0.0,0.0,0.0,0.803853,0.0,0.0,1.0,0.5,0.5,0.2,1.956e-05,8.1875
2060,1,2059,Phase-1:CE,0.935803,0.0,0.0,0.0,0.935803,0.0,0.0,1.0,0.5,0.5,0.2,1.956e-05,13.625
2070,1,2069,Phase-1:CE,1.228785,0.0,0.0,0.0,1.228785,0.0,0.0,1.0,0.5,0.5,0.2,1.955e-05,33.0
2080,1,2079,Phase-1:CE,0.931797,0.0,0.0,0.0,0.931797,0.0,0.0,1.0,0.5,0.5,0.2,1.954e-05,12.3125
2090,1,2089,Phase-1:CE,0.612686,0.0,0.0,0.0,0.612686,0.0,0.0,1.0,0.5,0.5,0.2,1.954e-05,8.4375
2100,1,2099,Phase-1:CE,0.447032,0.0,0.0,0.0,0.447032,0.0,0.0,1.0,0.5,0.5,0.2,1.953e-05,7.375
2110,1,2109,Phase-1:CE,0.797129,0.0,0.0,0.0,0.797129,0.0,0.0,1.0,0.5,0.5,0.2,1.952e-05,8.75
2120,1,2119,Phase-1:CE,0.622411,0.0,0.0,0.0,0.622411,0.0,0.0,1.0,0.5,0.5,0.2,1.951e-05,7.7188
2130,1,2129,Phase-1:CE,1.64504,0.0,0.0,0.0,1.64504,0.0,0.0,1.0,0.5,0.5,0.2,1.951e-05,16.75
2140,1,2139,Phase-1:CE,0.416014,0.0,0.0,0.0,0.416014,0.0,0.0,1.0,0.5,0.5,0.2,1.95e-05,6.1562
2150,1,2149,Phase-1:CE,1.084186,0.0,0.0,0.0,1.084186,0.0,0.0,1.0,0.5,0.5,0.2,1.949e-05,14.0
2160,1,2159,Phase-1:CE,1.125542,0.0,0.0,0.0,1.125542,0.0,0.0,1.0,0.5,0.5,0.2,1.949e-05,16.75
2170,1,2169,Phase-1:CE,0.93924,0.0,0.0,0.0,0.93924,0.0,0.0,1.0,0.5,0.5,0.2,1.948e-05,10.5625
2180,1,2179,Phase-1:CE,0.630505,0.0,0.0,0.0,0.630505,0.0,0.0,1.0,0.5,0.5,0.2,1.947e-05,7.8438
2190,1,2189,Phase-1:CE,1.003732,0.0,0.0,0.0,1.003732,0.0,0.0,1.0,0.5,0.5,0.2,1.947e-05,13.6875
2200,1,2199,Phase-1:CE,0.307246,0.0,0.0,0.0,0.307246,0.0,0.0,1.0,0.5,0.5,0.2,1.946e-05,5.8438
2210,1,2209,Phase-1:CE,0.571205,0.0,0.0,0.0,0.571205,0.0,0.0,1.0,0.5,0.5,0.2,1.945e-05,11.3125
2220,1,2219,Phase-1:CE,0.821835,0.0,0.0,0.0,0.821835,0.0,0.0,1.0,0.5,0.5,0.2,1.944e-05,19.25
2230,1,2229,Phase-1:CE,1.050263,0.0,0.0,0.0,1.050263,0.0,0.0,1.0,0.5,0.5,0.2,1.944e-05,10.1875
2240,1,2239,Phase-1:CE,1.055135,0.0,0.0,0.0,1.055135,0.0,0.0,1.0,0.5,0.5,0.2,1.943e-05,11.75
2250,1,2249,Phase-1:CE,0.555719,0.0,0.0,0.0,0.555719,0.0,0.0,1.0,0.5,0.5,0.2,1.942e-05,9.625
2260,1,2259,Phase-1:CE,1.102524,0.0,0.0,0.0,1.102524,0.0,0.0,1.0,0.5,0.5,0.2,1.941e-05,10.1875
2270,1,2269,Phase-1:CE,0.736649,0.0,0.0,0.0,0.736649,0.0,0.0,1.0,0.5,0.5,0.2,1.941e-05,8.75
2280,1,2279,Phase-1:CE,0.801063,0.0,0.0,0.0,0.801063,0.0,0.0,1.0,0.5,0.5,0.2,1.94e-05,9.8125
2290,1,2289,Phase-1:CE,0.891803,0.0,0.0,0.0,0.891803,0.0,0.0,1.0,0.5,0.5,0.2,1.939e-05,12.5625
2300,1,2299,Phase-1:CE,0.914201,0.0,0.0,0.0,0.914201,0.0,0.0,1.0,0.5,0.5,0.2,1.938e-05,11.4375
2310,1,2309,Phase-1:CE,1.048296,0.0,0.0,0.0,1.048296,0.0,0.0,1.0,0.5,0.5,0.2,1.937e-05,10.5625
2320,1,2319,Phase-1:CE,0.609667,0.0,0.0,0.0,0.609667,0.0,0.0,1.0,0.5,0.5,0.2,1.937e-05,7.1875
2330,1,2329,Phase-1:CE,1.138516,0.0,0.0,0.0,1.138516,0.0,0.0,1.0,0.5,0.5,0.2,1.936e-05,12.0
2340,1,2339,Phase-1:CE,1.042383,0.0,0.0,0.0,1.042383,0.0,0.0,1.0,0.5,0.5,0.2,1.935e-05,13.875
2350,1,2349,Phase-1:CE,0.409579,0.0,0.0,0.0,0.409579,0.0,0.0,1.0,0.5,0.5,0.2,1.934e-05,7.8125
2360,1,2359,Phase-1:CE,0.728587,0.0,0.0,0.0,0.728587,0.0,0.0,1.0,0.5,0.5,0.2,1.933e-05,9.0625
2370,1,2369,Phase-1:CE,0.708306,0.0,0.0,0.0,0.708306,0.0,0.0,1.0,0.5,0.5,0.2,1.933e-05,8.5
2380,1,2379,Phase-1:CE,0.640337,0.0,0.0,0.0,0.640337,0.0,0.0,1.0,0.5,0.5,0.2,1.932e-05,9.5625
2390,1,2389,Phase-1:CE,0.864258,0.0,0.0,0.0,0.864258,0.0,0.0,1.0,0.5,0.5,0.2,1.931e-05,10.75
2400,1,2399,Phase-1:CE,0.681298,0.0,0.0,0.0,0.681298,0.0,0.0,1.0,0.5,0.5,0.2,1.93e-05,11.125
2410,1,2409,Phase-1:CE,1.107204,0.0,0.0,0.0,1.107204,0.0,0.0,1.0,0.5,0.5,0.2,1.929e-05,14.0
2420,1,2419,Phase-1:CE,0.707191,0.0,0.0,0.0,0.707191,0.0,0.0,1.0,0.5,0.5,0.2,1.929e-05,15.25
2430,1,2429,Phase-1:CE,0.97147,0.0,0.0,0.0,0.97147,0.0,0.0,1.0,0.5,0.5,0.2,1.928e-05,15.4375
2440,1,2439,Phase-1:CE,1.027857,0.0,0.0,0.0,1.027857,0.0,0.0,1.0,0.5,0.5,0.2,1.927e-05,12.9375
2450,1,2449,Phase-1:CE,0.62281,0.0,0.0,0.0,0.62281,0.0,0.0,1.0,0.5,0.5,0.2,1.926e-05,8.25
2460,1,2459,Phase-1:CE,0.644347,0.0,0.0,0.0,0.644347,0.0,0.0,1.0,0.5,0.5,0.2,1.925e-05,8.5625
2470,1,2469,Phase-1:CE,0.704968,0.0,0.0,0.0,0.704968,0.0,0.0,1.0,0.5,0.5,0.2,1.924e-05,8.6875
2480,1,2479,Phase-1:CE,0.633538,0.0,0.0,0.0,0.633538,0.0,0.0,1.0,0.5,0.5,0.2,1.923e-05,7.3125
2490,1,2489,Phase-1:CE,0.731885,0.0,0.0,0.0,0.731885,0.0,0.0,1.0,0.5,0.5,0.2,1.923e-05,9.875
2500,1,2499,Phase-1:CE,0.613577,0.0,0.0,0.0,0.613577,0.0,0.0,1.0,0.5,0.5,0.2,1.922e-05,7.2188
2510,1,2509,Phase-1:CE,0.727035,0.0,0.0,0.0,0.727035,0.0,0.0,1.0,0.5,0.5,0.2,1.921e-05,8.875
2520,1,2519,Phase-1:CE,0.843449,0.0,0.0,0.0,0.843449,0.0,0.0,1.0,0.5,0.5,0.2,1.92e-05,8.0625
2530,1,2529,Phase-1:CE,0.918614,0.0,0.0,0.0,0.918614,0.0,0.0,1.0,0.5,0.5,0.2,1.919e-05,10.5
2540,1,2539,Phase-1:CE,0.541783,0.0,0.0,0.0,0.541783,0.0,0.0,1.0,0.5,0.5,0.2,1.918e-05,5.125
2550,1,2549,Phase-1:CE,0.974743,0.0,0.0,0.0,0.974743,0.0,0.0,1.0,0.5,0.5,0.2,1.917e-05,8.375
2560,1,2559,Phase-1:CE,0.664317,0.0,0.0,0.0,0.664317,0.0,0.0,1.0,0.5,0.5,0.2,1.916e-05,11.1875
2570,1,2569,Phase-1:CE,0.448213,0.0,0.0,0.0,0.448213,0.0,0.0,1.0,0.5,0.5,0.2,1.915e-05,9.875
2580,1,2579,Phase-1:CE,0.983829,0.0,0.0,0.0,0.983829,0.0,0.0,1.0,0.5,0.5,0.2,1.915e-05,10.125
2590,1,2589,Phase-1:CE,0.383654,0.0,0.0,0.0,0.383654,0.0,0.0,1.0,0.5,0.5,0.2,1.914e-05,4.4375
2600,1,2599,Phase-1:CE,0.88157,0.0,0.0,0.0,0.88157,0.0,0.0,1.0,0.5,0.5,0.2,1.913e-05,9.75
2610,1,2609,Phase-1:CE,0.754625,0.0,0.0,0.0,0.754625,0.0,0.0,1.0,0.5,0.5,0.2,1.912e-05,9.3125
2620,1,2619,Phase-1:CE,0.635013,0.0,0.0,0.0,0.635013,0.0,0.0,1.0,0.5,0.5,0.2,1.911e-05,10.1875
2630,1,2629,Phase-1:CE,1.731855,0.0,0.0,0.0,1.731855,0.0,0.0,1.0,0.5,0.5,0.2,1.91e-05,18.25
2640,1,2639,Phase-1:CE,0.595561,0.0,0.0,0.0,0.595561,0.0,0.0,1.0,0.5,0.5,0.2,1.909e-05,11.8125
2650,1,2649,Phase-1:CE,0.746446,0.0,0.0,0.0,0.746446,0.0,0.0,1.0,0.5,0.5,0.2,1.908e-05,11.6875
2660,1,2659,Phase-1:CE,0.768447,0.0,0.0,0.0,0.768447,0.0,0.0,1.0,0.5,0.5,0.2,1.907e-05,10.0625
2670,1,2669,Phase-1:CE,0.722691,0.0,0.0,0.0,0.722691,0.0,0.0,1.0,0.5,0.5,0.2,1.906e-05,7.875
2680,1,2679,Phase-1:CE,1.432175,0.0,0.0,0.0,1.432175,0.0,0.0,1.0,0.5,0.5,0.2,1.905e-05,17.875
2690,1,2689,Phase-1:CE,0.690071,0.0,0.0,0.0,0.690071,0.0,0.0,1.0,0.5,0.5,0.2,1.904e-05,6.7188
2700,1,2699,Phase-1:CE,0.704581,0.0,0.0,0.0,0.704581,0.0,0.0,1.0,0.5,0.5,0.2,1.903e-05,10.9375
2710,1,2709,Phase-1:CE,0.70173,0.0,0.0,0.0,0.70173,0.0,0.0,1.0,0.5,0.5,0.2,1.902e-05,8.375
2720,1,2719,Phase-1:CE,0.389141,0.0,0.0,0.0,0.389141,0.0,0.0,1.0,0.5,0.5,0.2,1.901e-05,4.6562
2730,1,2729,Phase-1:CE,0.286957,0.0,0.0,0.0,0.286957,0.0,0.0,1.0,0.5,0.5,0.2,1.9e-05,4.5625
2740,1,2739,Phase-1:CE,0.740214,0.0,0.0,0.0,0.740214,0.0,0.0,1.0,0.5,0.5,0.2,1.899e-05,10.75
2750,1,2749,Phase-1:CE,1.077919,0.0,0.0,0.0,1.077919,0.0,0.0,1.0,0.5,0.5,0.2,1.898e-05,10.4375
2760,1,2759,Phase-1:CE,0.606051,0.0,0.0,0.0,0.606051,0.0,0.0,1.0,0.5,0.5,0.2,1.897e-05,7.3125
2770,1,2769,Phase-1:CE,0.764204,0.0,0.0,0.0,0.764204,0.0,0.0,1.0,0.5,0.5,0.2,1.896e-05,9.3125
2780,1,2779,Phase-1:CE,1.024923,0.0,0.0,0.0,1.024923,0.0,0.0,1.0,0.5,0.5,0.2,1.895e-05,14.625
2790,1,2789,Phase-1:CE,0.616479,0.0,0.0,0.0,0.616479,0.0,0.0,1.0,0.5,0.5,0.2,1.894e-05,8.375
2800,1,2799,Phase-1:CE,0.828749,0.0,0.0,0.0,0.828749,0.0,0.0,1.0,0.5,0.5,0.2,1.893e-05,10.1875
2810,1,2809,Phase-1:CE,0.690057,0.0,0.0,0.0,0.690057,0.0,0.0,1.0,0.5,0.5,0.2,1.892e-05,8.125
2820,1,2819,Phase-1:CE,0.433272,0.0,0.0,0.0,0.433272,0.0,0.0,1.0,0.5,0.5,0.2,1.891e-05,5.5625
2830,1,2829,Phase-1:CE,0.693065,0.0,0.0,0.0,0.693065,0.0,0.0,1.0,0.5,0.5,0.2,1.89e-05,15.6875
2840,1,2839,Phase-1:CE,1.194041,0.0,0.0,0.0,1.194041,0.0,0.0,1.0,0.5,0.5,0.2,1.889e-05,11.125
2850,1,2849,Phase-1:CE,1.185854,0.0,0.0,0.0,1.185854,0.0,0.0,1.0,0.5,0.5,0.2,1.888e-05,11.5625
2860,1,2859,Phase-1:CE,1.153401,0.0,0.0,0.0,1.153401,0.0,0.0,1.0,0.5,0.5,0.2,1.887e-05,9.875
2870,1,2869,Phase-1:CE,1.170705,0.0,0.0,0.0,1.170705,0.0,0.0,1.0,0.5,0.5,0.2,1.886e-05,11.25
2880,1,2879,Phase-1:CE,1.841191,0.0,0.0,0.0,1.841191,0.0,0.0,1.0,0.5,0.5,0.2,1.885e-05,17.75
2890,1,2889,Phase-1:CE,0.975748,0.0,0.0,0.0,0.975748,0.0,0.0,1.0,0.5,0.5,0.2,1.884e-05,10.25
2900,1,2899,Phase-1:CE,0.514415,0.0,0.0,0.0,0.514415,0.0,0.0,1.0,0.5,0.5,0.2,1.883e-05,6.1562
2910,1,2909,Phase-1:CE,0.786925,0.0,0.0,0.0,0.786925,0.0,0.0,1.0,0.5,0.5,0.2,1.882e-05,7.2188
2920,1,2919,Phase-1:CE,0.493932,0.0,0.0,0.0,0.493932,0.0,0.0,1.0,0.5,0.5,0.2,1.881e-05,5.6562
2930,1,2929,Phase-1:CE,1.004804,0.0,0.0,0.0,1.004804,0.0,0.0,1.0,0.5,0.5,0.2,1.88e-05,8.8125
